Case ID,Created Date,Closed Date,Case Origin,Number of Emails Received,Number of Emails Sent,Contact Reason,Bucket,Topic,Sub-Topic
500dV00000DvZ3HQAV,2025-08-04 13:42:11,2025-08-04 13:52:40,Email,1,1,Systemic in Nature,Corporate Actions,Corporate Actions - Instructions,
500dV00000DvZUkQAN,2025-08-04 13:34:19,,Email,3,2,Product Question,Broker Portfolio Management,Broker Portfolio Management - MISC,
500dV00000DvZjAQAV,2025-08-04 13:13:46,2025-08-04 13:15:00,Phone,,1,Systemic in Nature,Payments,Payments - Deposits,
500dV00000Dva11QAB,2025-08-04 14:04:17,,Form_Mobile,1,,Null,Taxes,Taxes - MISC,
500dV00000DvaQmQAJ,2025-08-04 14:30:50,,Form_Web,1,,Null,Taxes,Taxes - MISC,
500dV00000DvaTzQAJ,2025-08-04 14:16:48,2025-08-05 12:35:29,Email,1,1,Null,Account Opening,Account Opening - Account Reactivation,
500dV00000DvaVcQAJ,2025-08-04 13:51:41,2025-08-06 14:39:47,Phone,,1,Systemic in Nature,Corporate Actions,Corporate Actions - MISC,
500dV00000DvadZQAR,2025-08-04 13:07:14,2025-08-04 13:52:13,Form_Web,1,1,Product Question,Corporate Actions,Corporate Actions - Stock Split,
500dV00000DvaosQAB,2025-08-04 13:09:56,2025-08-04 13:11:55,Phone,,1,New Scalable,Payments,Payments - Interest,
500dV00000DvayaQAB,2025-08-04 13:11:48,2025-08-11 11:50:20,Form_Web,1,1,New Scalable,Broker Trading,Broker Trading - Savings Plans,
500dV00000Dvb1lQAB,2025-08-04 13:09:32,,Phone,,1,Systemic in Nature,Account Management,Account Management - MISC,
500dV00000Dvb9vQAB,2025-08-04 13:48:40,2025-08-04 13:49:50,Outbound,,1,Null,Account Opening,Account Opening - Opening Process,
500dV00000DvbBTQAZ,2025-08-04 13:22:40,2025-08-04 14:05:47,Form_Mobile,1,1,Product Question,Corporate Actions,Corporate Actions - Stock Split,
500dV00000DvbBgQAJ,2025-08-04 14:07:32,2025-08-04 14:15:37,Form_Mobile,1,1,Product Question,Taxes,Taxes - MISC,
500dV00000DvbEhQAJ,2025-08-04 13:26:12,,Outbound,,2,Null,Account Opening,Account Opening - Opening Process,
500dV00000DvbWUQAZ,2025-08-04 13:43:13,2025-08-04 14:35:53,Form_Mobile,1,1,Systemic in Nature,Corporate Actions,Corporate Actions - Stock Split,
500dV00000DvbZeQAJ,2025-08-04 13:15:24,2025-08-04 14:05:47,Form_Web,1,1,Product Question,Corporate Actions,Corporate Actions - Stock Split,
500dV00000DvbbGQAR,2025-08-04 13:14:42,2025-08-06 12:10:56,Form_Mobile,2,2,Systemic in Nature,Payments,Payments - MISC,
500dV00000DvbeVQAR,2025-08-04 13:37:26,2025-08-05 12:15:38,Form_Mobile,1,1,Systemic in Nature,Payments,Payments - Withdrawals,
500dV00000DvbhrQAB,2025-08-04 14:16:14,2025-08-05 12:33:35,Form_Mobile,1,1,Product Question,Account Management,Account Management - Cancellation,
500dV00000DvbhtQAB,2025-08-04 14:22:18,2025-08-04 14:25:24,Phone,,1,Out of Scope,Account Management,Account Management - Client Documents,
500dV00000DvbjPQAR,2025-08-04 13:46:35,,Form_Mobile,1,,Null,Corporate Actions,Corporate Actions - Dividend Payments,
500dV00000Dvc1LQAR,2025-08-04 14:30:57,,Phone,,,Systemic in Nature,Broker Trading,Broker Trading - Trade Issues,
500dV00000DvcKVQAZ,2025-08-04 14:14:31,2025-08-04 14:22:22,Email,1,1,Product Question,Corporate Actions,Corporate Actions - Stock Split,
500dV00000DvcNqQAJ,2025-08-04 14:08:50,2025-08-04 14:08:56,Phone,,,Systemic in Nature,Account Management,Account Management - 2FA,
500dV00000DvcSTQAZ,2025-08-04 13:15:18,,Form_Mobile,1,1,Null,Broker Trading,Broker Trading - Trade Issues,
500dV00000DvcXWQAZ,2025-08-04 14:26:05,,Form_Web,1,,Null,Broker Trading,Broker Trading - Trade Issues,
500dV00000DvccDQAR,2025-08-04 13:54:16,2025-08-04 13:54:16,Phone,,,New Scalable,Broker Portfolio Management,Broker Portfolio Management - MISC,
500dV00000DvceBQAR,2025-08-04 14:14:05,2025-08-05 13:45:05,Phone,2,4,Systemic in Nature,Account Management,Account Management - Client Documents,
500dV00000DvchCQAR,2025-08-04 14:25:44,,Email,1,,Null,Null,Null,
500dV00000DvckNQAR,2025-08-04 13:47:39,2025-08-08 14:28:04,Form_Web,2,3,Systemic in Nature,Account Management,Account Management - MISC,
500dV00000DvcvZQAR,2025-08-04 13:55:22,,Form_Mobile,1,,Null,Broker Portfolio Management,Broker Portfolio Management - Transfer IN,
500dV00000Dvd0RQAR,2025-08-04 13:59:12,2025-08-04 14:00:02,Outbound,,1,Null,Payments,Payments - Deposits,
500dV00000Dvd1zQAB,2025-08-04 13:27:48,,Outbound,,2,Null,Account Opening,Account Opening - Opening Process,
500dV00000DvdDOQAZ,2025-08-04 14:22:19,2025-08-04 14:22:19,Phone,,,No Reply,Account Opening,Account Opening - MISC,
500dV00000DvdEtQAJ,2025-08-04 13:37:19,2025-08-08 11:25:34,Form_Mobile,1,2,No Reply,Account Management,Account Management - Cancellation,
500dV00000DvdEwQAJ,2025-08-04 13:50:28,2025-08-04 13:50:34,Phone,,,Systemic in Nature,Payments,Payments - MISC,
500dV00000DvdJnQAJ,2025-08-04 14:10:05,,Post,,3,Systemic in Nature,Account Opening,Account Opening - KYC,Identification
500dV00000DvdWfQAJ,2025-08-04 13:42:16,2025-08-04 14:00:37,Phone,,,Systemic in Nature,Account Management,Account Management - 2FA,
500dV00000Dvdd7QAB,2025-08-04 13:57:11,2025-08-04 13:58:16,Outbound,,1,Null,Payments,Payments - Deposits,
500dV00000DvdmsQAB,2025-08-04 14:07:10,,Form_Web,1,,Null,Taxes,Taxes - MISC,
500dV00000DvdrdQAB,2025-08-04 14:16:16,2025-08-04 14:22:22,Form_Mobile,1,1,Product Question,Corporate Actions,Corporate Actions - Stock Split,
500dV00000DvdrhQAB,2025-08-04 14:23:44,2025-08-05 18:36:51,Outbound,,2,Systemic in Nature,Broker Portfolio Management,Broker Portfolio Management - Transfer OUT,
500dV00000DvdziQAB,2025-08-04 13:50:45,2025-08-11 11:50:20,Form_Mobile,1,1,New Scalable,Broker Trading,Broker Trading - Savings Plans,
500dV00000Dve2wQAB,2025-08-04 13:53:52,2025-08-05 12:33:53,Form_Mobile,1,2,New Scalable,Broker Portfolio Management,Broker Portfolio Management - Transfer OUT,
500dV00000Dve9KQAR,2025-08-04 13:23:49,2025-08-04 18:53:36,Form_Mobile,1,1,Systemic in Nature,Broker Trading,Broker Trading - Savings Plans,
500dV00000DveFrQAJ,2025-08-04 14:09:26,2025-08-04 14:10:02,Outbound,,1,Null,Payments,Payments - Deposits,
500dV00000DvealQAB,2025-08-04 13:32:02,2025-08-05 12:14:47,Form_Mobile,1,1,Systemic in Nature,Account Opening,Account Opening - Opening Process,
500dV00000Dvee8QAB,2025-08-04 14:04:18,2025-08-05 12:21:49,Form_Web,1,1,System Issue,Account Management,Account Management - Client Documents,Account Statement
500dV00000DvepPQAR,2025-08-04 14:49:31,2025-08-04 14:49:31,Phone,,,Product Question,Payments,Payments - Deposits,
500dV00000Dvf3lQAB,2025-08-04 13:27:54,2025-08-04 13:27:54,Phone,,,Systemic in Nature,Broker Trading,Broker Trading - Savings Plans,
500dV00000DvfBwQAJ,2025-08-04 13:50:39,2025-08-04 13:55:26,Phone,,1,Systemic in Nature,Account Management,Account Management - Client Documents,Securities Statement
500dV00000DvfDTQAZ,2025-08-04 13:57:41,2025-08-04 14:02:39,Form_Mobile,1,1,Product Question,Corporate Actions,Corporate Actions - Stock Split,
500dV00000DvfRyQAJ,2025-08-04 13:33:12,,Form_Mobile,2,1,New Scalable,Broker Portfolio Management,Broker Portfolio Management - Transfer IN,
500dV00000DvfS9QAJ,2025-08-04 14:51:11,2025-08-04 15:09:06,Phone,,2,Systemic in Nature,Account Management,Account Management - Client Documents,
500dV00000Dvfi7QAB,2025-08-04 13:34:17,2025-08-04 13:34:17,Phone,,,Product Question,Broker Portfolio Management,Broker Portfolio Management - Transfer IN,
500dV00000DvfjhQAB,2025-08-04 13:31:16,2025-08-07 12:11:07,Form_Mobile,2,2,Systemic in Nature,Account Management,Account Management - Cancellation,
500dV00000DvfjjQAB,2025-08-04 13:32:07,2025-08-04 13:52:13,Email,1,1,Product Question,Corporate Actions,Corporate Actions - Stock Split,
500dV00000DvfjuQAB,2025-08-04 14:12:48,,Form_Mobile,1,,Null,Taxes,Taxes - Tax Calculation Details,
500dV00000DvflOQAR,2025-08-04 14:31:48,2025-08-07 14:15:36,Form_Mobile,2,2,Systemic in Nature,Account Management,Account Management - Data Deletion,
500dV00000DvfroQAB,2025-08-04 13:53:22,2025-08-06 12:49:56,Email,2,2,Systemic in Nature,Payments,Payments - Deposits,
500dV00000DvgCrQAJ,2025-08-04 14:48:13,2025-08-05 12:43:35,Form_Mobile,1,1,No Reply,Payments,Payments - Deposits,
500dV00000DvgG1QAJ,2025-08-04 14:00:43,2025-08-04 14:01:52,Outbound,,1,Null,Payments,Payments - Deposits,
500dV00000DvgSrQAJ,2025-08-04 13:35:17,2025-08-06 15:51:07,Email,1,2,Systemic in Nature,Account Management,Account Management - Client Documents,
500dV00000DvgXkQAJ,2025-08-04 14:12:33,,Form_Mobile,1,,Null,Taxes,Taxes - Tax Calculation Details,
500dV00000DvgZLQAZ,2025-08-04 14:10:47,,Form_Web,1,,Null,Taxes,Taxes - Yearly Tax Certificate,
500dV00000DvgeLQAR,2025-08-04 14:45:57,,Form_Web,4,1,Product Question,Corporate Actions,Corporate Actions - Stock Split,
500dV00000DvgmFQAR,2025-08-04 13:39:01,,Email,1,1,Systemic in Nature,Account Management,Account Management - Data Change,Address
500dV00000Dvh2NQAR,2025-08-04 14:04:30,2025-08-04 14:06:28,Phone,,1,Systemic in Nature,Account Management,Account Management - IT Issues,
500dV00000DvhC5QAJ,2025-08-04 14:45:49,,Form_Web,1,,Null,Broker Portfolio Management,Broker Portfolio Management - Transfer IN,
500dV00000DvhaDQAR,2025-08-04 13:39:55,2025-08-04 14:05:12,Form_Web,1,1,New Scalable,Broker Portfolio Management,Broker Portfolio Management - Transfer OUT,
500dV00000DvhaTQAR,2025-08-04 14:54:32,,Outbound,1,1,Null,Taxes,Taxes - Loss Pot Certificate Request,
500dV00000Dvhn9QAB,2025-08-04 13:55:09,2025-08-04 13:56:11,Outbound,,1,Null,Payments,Payments - Deposits,
500dV00000DvhopQAB,2025-08-04 14:11:01,2025-08-05 12:29:17,Email,1,1,Systemic in Nature,Payments,Payments - MISC,
500dV00000DvhwqQAB,2025-08-04 13:52:06,2025-08-05 15:23:14,Email,1,1,Systemic in Nature,Goodwill,Goodwill - Referral,
500dV00000DviCyQAJ,2025-08-04 13:54:42,2025-08-11 12:35:09,Form_Web,2,4,Systemic in Nature,Broker Portfolio Management,Broker Portfolio Management - Transfer IN,
500dV00000DviGEQAZ,2025-08-04 14:54:49,2025-08-06 09:30:32,Outbound,1,2,Systemic in Nature,Broker Portfolio Management,Broker Portfolio Management - Transfer OUT,
500dV00000DviOFQAZ,2025-08-04 14:16:52,,Form_Web,1,,Null,Broker Portfolio Management,Broker Portfolio Management - Transfer IN,
500dV00000DviRWQAZ,2025-08-04 14:10:46,2025-08-04 14:11:46,Outbound,,1,Null,Payments,Payments - Deposits,
500dV00000DvimPQAR,2025-08-04 13:45:16,,Form_Web,1,,Null,Taxes,Taxes - MISC,
500dV00000DvirGQAR,2025-08-04 13:48:53,2025-08-04 13:59:39,Form_Mobile,1,1,Product Question,Corporate Actions,Corporate Actions - Stock Split,
500dV00000Dvj0zQAB,2025-08-04 14:47:05,,Form_Mobile,1,,Null,Broker Trading,Broker Trading - Savings Plans,
500dV00000DvjDzQAJ,2025-08-04 15:04:50,,Form_Mobile,2,1,Product Question,Corporate Actions,Corporate Actions - Stock Split,
500dV00000DvjKJQAZ,2025-08-04 13:48:56,2025-08-08 15:50:46,Form_Mobile,2,3,Null,Account Management,Account Management - Client Documents,
500dV00000DvjLzQAJ,2025-08-04 14:41:48,,Outbound,1,1,Null,Taxes,Taxes - Loss Pot Certificate Request,
500dV00000DvjNdQAJ,2025-08-04 14:42:20,,Email,1,,Null,Null,Null,
500dV00000DvjU8QAJ,2025-08-04 14:43:27,,Form_Mobile,1,,Null,Taxes,Taxes - Tax Allowance,
500dV00000DvjaUQAR,2025-08-04 14:38:59,2025-08-04 14:40:52,Outbound,,1,Null,Account Opening,Account Opening - Opening Process,
500dV00000DvjlnQAB,2025-08-04 14:06:28,2025-08-05 12:31:10,Email,1,1,Systemic in Nature,Account Management,Account Management - MISC,
500dV00000DvjwzQAB,2025-08-04 13:51:23,2025-08-04 14:33:06,Outbound,,1,Null,Account Opening,Account Opening - Opening Process,
500dV00000Dvjx3QAB,2025-08-04 14:16:43,2025-08-05 13:44:50,Phone,1,2,Systemic in Nature,Account Management,Account Management - Cancellation,
500dV00000Dvk3VQAR,2025-08-04 14:16:38,2025-08-04 14:16:38,Phone,,1,Systemic in Nature,Account Management,Account Management - Client Documents,
500dV00000DvkGLQAZ,2025-08-04 13:53:23,2025-08-04 14:04:38,Phone,,2,Systemic in Nature,Account Management,Account Management - Client Documents,
500dV00000DvkJbQAJ,2025-08-04 13:59:13,2025-08-05 12:23:23,Form_Mobile,1,1,Systemic in Nature,Payments,Payments - Withdrawals,
500dV00000DvkOQQAZ,2025-08-04 13:56:07,2025-08-04 14:02:39,Form_Mobile,1,1,Product Question,Corporate Actions,Corporate Actions - Stock Split,
500dV00000DvkRjQAJ,2025-08-04 14:29:19,2025-08-04 15:54:27,Phone,,1,Product Question,Taxes,Taxes - MISC,
500dV00000DvkTGQAZ,2025-08-04 14:01:08,,Form_Mobile,2,1,Product Question,Corporate Actions,Corporate Actions - Stock Split,
500dV00000Dvkt3QAB,2025-08-04 13:56:22,2025-08-04 14:02:39,Form_Mobile,1,1,Product Question,Corporate Actions,Corporate Actions - Stock Split,
500dV00000DvlArQAJ,2025-08-04 14:06:06,2025-08-05 11:08:33,Form_Mobile,2,2,New Scalable,Payments,Payments - Credit,
500dV00000DvlHJQAZ,2025-08-04 14:20:34,2025-08-04 14:26:02,Phone,,1,Systemic in Nature,Broker Portfolio Management,Broker Portfolio Management - Transfer IN,
500dV00000DvlMDQAZ,2025-08-04 15:06:02,2025-08-04 15:06:02,Phone,,1,Systemic in Nature,Payments,Payments - Account Balance,
500dV00000Dvm22QAB,2025-08-04 14:02:31,2025-08-04 14:03:36,Outbound,,1,Null,Payments,Payments - Deposits,
500dV00000Dvm8VQAR,2025-08-04 14:02:30,,Form_Mobile,1,,Null,Broker Portfolio Management,Broker Portfolio Management - Transfer IN,
500dV00000DvmOeQAJ,2025-08-04 14:27:09,2025-08-04 14:35:20,Form_Mobile,1,1,Product Question,Corporate Actions,Corporate Actions - Stock Split,
500dV00000DvmQIQAZ,2025-08-04 15:05:35,2025-08-04 15:22:49,Outbound,,1,Null,Account Opening,Account Opening - Opening Process,
500dV00000Dvmi3QAB,2025-08-04 14:44:02,2025-08-04 14:49:19,Form_Mobile,1,1,Product Question,Corporate Actions,Corporate Actions - Stock Split,
500dV00000DvmrhQAB,2025-08-04 15:09:44,,Phone,,1,Systemic in Nature,Corporate Actions,Corporate Actions - MISC,
500dV00000DvnMHQAZ,2025-08-04 14:08:03,2025-08-04 14:09:58,Phone,,,Out of Scope,Payments,Payments - Deposits,
500dV00000DvnRBQAZ,2025-08-04 14:43:17,2025-08-04 14:53:16,Email,1,2,Systemic in Nature,Corporate Actions,Corporate Actions - Instructions,
500dV00000DvnfkQAB,2025-08-04 15:07:44,2025-08-04 15:07:48,Phone,,,Product Question,Account Opening,Account Opening - MISC,
500dV00000DvnfmQAB,2025-08-04 15:08:59,2025-08-07 10:14:52,Email,1,2,Systemic in Nature,Account Management,Account Management - Client Documents,Compliance Copy
500dV00000DvnitQAB,2025-08-04 14:15:45,,Email,1,2,Systemic in Nature,Account Management,Account Management - 2FA,
500dV00000DvnsfQAB,2025-08-04 14:50:11,2025-08-04 14:52:51,Phone,,,Systemic in Nature,Account Management,Account Management - 2FA,
500dV00000Dvo7BQAR,2025-08-04 15:19:28,,Phone,,2,Systemic in Nature,Payments,Payments - Deposits,
500dV00000DvoC2QAJ,2025-08-04 15:16:21,,Outbound,,2,Systemic in Nature,Account Management,Account Management - Client Documents,
500dV00000DvoGnQAJ,2025-08-04 14:34:48,2025-08-04 14:48:56,Form_Mobile,1,1,Product Question,Corporate Actions,Corporate Actions - Stock Split,
500dV00000DvoIOQAZ,2025-08-04 14:24:23,2025-08-04 14:26:07,Form_Web,1,1,Product Question,Corporate Actions,Corporate Actions - Stock Split,
500dV00000Dvof7QAB,2025-08-04 15:15:41,,Form_Mobile,1,1,Null,Broker Portfolio Management,Broker Portfolio Management - MISC,
500dV00000DvoqEQAR,2025-08-04 14:13:58,2025-08-06 15:44:41,Email,1,2,System Issue,Account Management,Account Management - IT Issues,Login
500dV00000DvozuQAB,2025-08-04 14:22:02,,Email,1,,Null,Null,Null,
500dV00000DvpESQAZ,2025-08-04 14:46:41,,Outbound,1,1,Null,Taxes,Taxes - Loss Pot Certificate Request,
500dV00000DvpPiQAJ,2025-08-04 14:16:42,2025-08-05 12:26:20,Form_Mobile,1,1,Null,Account Management,Account Management - MISC,
500dV00000DvpnyQAB,2025-08-04 15:07:54,2025-08-04 16:22:31,Form_Web,1,1,Product Question,Corporate Actions,Corporate Actions - Stock Split,
500dV00000DvpsoQAB,2025-08-04 14:47:11,,Form_Mobile,1,,Null,Broker Portfolio Management,Broker Portfolio Management - MISC,
500dV00000Dvq2cQAB,2025-08-04 14:38:10,,Phone,1,1,Systemic in Nature,Taxes,Taxes - Tax Calculation Details,
500dV00000DvqP2QAJ,2025-08-04 15:30:59,2025-08-04 15:42:17,Phone,,,Systemic in Nature,Payments,Payments - Deposits,
500dV00000DvqQlQAJ,2025-08-04 14:49:34,2025-08-08 12:57:44,Backoffice,1,4,Systemic in Nature,Account Opening,Account Opening - MISC,
500dV00000DvqTpQAJ,2025-08-04 14:21:19,2025-08-04 14:21:19,Phone,,1,Systemic in Nature,Account Opening,Account Opening - Opening Process,
500dV00000DvqVZQAZ,2025-08-04 15:08:34,2025-08-05 10:58:36,Email,3,6,Systemic in Nature,Broker Portfolio Management,Broker Portfolio Management - Transfer OUT,
500dV00000DvqiLQAR,2025-08-04 14:22:27,2025-08-05 12:33:06,Form_Web,1,1,Null,Account Management,Account Management - Client Documents,Account Statement
500dV00000DvqqbQAB,2025-08-04 15:22:05,2025-08-04 15:33:05,Outbound,,1,Null,Account Opening,Account Opening - Opening Process,
500dV00000DvqyTQAR,2025-08-04 14:23:51,2025-08-08 09:30:58,Form_Mobile,1,2,Systemic in Nature,Broker Trading,Broker Trading - Savings Plans,
500dV00000Dvr0CQAR,2025-08-04 15:11:13,2025-08-05 09:38:28,Phone,,2,Product Question,Corporate Actions,Corporate Actions - Stock Split,
500dV00000Dvr4xQAB,2025-08-04 14:36:58,2025-08-04 14:50:30,Phone,,2,Product Question,Corporate Actions,Corporate Actions - Stock Split,
500dV00000DvrWOQAZ,2025-08-04 14:37:10,2025-08-05 12:37:55,Form_Web,1,1,Systemic in Nature,Account Management,Account Management - IT Issues,
500dV00000DvrjHQAR,2025-08-04 14:36:42,2025-08-04 14:48:56,Form_Mobile,1,1,Product Question,Corporate Actions,Corporate Actions - Stock Split,
500dV00000Dvrl4QAB,2025-08-04 15:25:52,2025-08-04 15:36:31,Email,1,1,Systemic in Nature,Broker Trading,Broker Trading - Savings Plans,
500dV00000Dvro9QAB,2025-08-04 14:58:31,2025-08-04 14:58:31,Phone,,,Systemic in Nature,Corporate Actions,Corporate Actions - MISC,
500dV00000DvrzTQAR,2025-08-04 15:33:52,2025-08-07 09:48:43,Phone,,3,Systemic in Nature,Account Opening,Account Opening - KYC,
500dV00000Dvs7YQAR,2025-08-04 15:45:09,2025-08-05 13:06:39,Form_Web,1,1,Null,Account Management,Account Management - MISC,
500dV00000DvsIqQAJ,2025-08-04 14:53:34,2025-08-04 14:53:34,Phone,,,Product Question,Taxes,Taxes - Yearly Tax Certificate,
500dV00000Dvsc8QAB,2025-08-04 14:45:33,2025-08-05 12:40:47,Form_Web,1,1,New Scalable,Account Management,Account Management - MISC,
500dV00000DvsnTQAR,2025-08-04 15:02:46,,Phone,1,2,Product Question,Corporate Actions,Corporate Actions - Stock Split,
500dV00000DvsqbQAB,2025-08-04 14:32:29,2025-08-04 14:35:20,Form_Mobile,1,1,Product Question,Corporate Actions,Corporate Actions - Stock Split,
500dV00000DvtN5QAJ,2025-08-04 15:32:35,2025-08-04 15:32:35,Phone,,,Systemic in Nature,Taxes,Taxes - MISC,
500dV00000DvtQ8QAJ,2025-08-04 14:56:36,2025-08-06 16:10:38,Form_Mobile,1,2,Systemic in Nature,Payments,Payments - Withdrawals,
500dV00000DvtQDQAZ,2025-08-04 15:33:26,2025-08-04 15:33:26,Outbound,,,Null,Payments,Payments - MISC,
500dV00000DvtRjQAJ,2025-08-04 14:40:26,2025-08-04 17:29:48,Form_Mobile,1,1,Null,Account Management,Account Management - Cancellation,
500dV00000DvtUxQAJ,2025-08-04 14:42:25,,Form_Mobile,1,2,Product Question,Payments,Payments - Deposits,
500dV00000DvtbUQAR,2025-08-04 15:45:06,2025-08-04 15:45:06,Phone,,,Product Question,Payments,Payments - Deposits,
500dV00000DvtgSQAR,2025-08-04 15:27:18,,Form_Mobile,1,1,Null,Account Management,Account Management - IT Issues,Login
500dV00000DvuCZQAZ,2025-08-04 15:02:30,2025-08-12 17:08:29,Email,3,3,Product Question,Corporate Actions,Corporate Actions - Stock Split,
500dV00000DvuFhQAJ,2025-08-04 14:39:25,,Post,1,5,Systemic in Nature,Account Opening,Account Opening - Opening Process,
500dV00000DvuFmQAJ,2025-08-04 14:55:47,2025-08-04 16:10:03,Email,1,1,New Scalable,Broker Portfolio Management,Broker Portfolio Management - Broker Functions,
500dV00000DvuHbQAJ,2025-08-04 15:47:03,2025-08-05 13:09:30,Form_Mobile,1,1,Null,Goodwill,Goodwill - Referral,
500dV00000DvuUJQAZ,2025-08-04 15:46:17,2025-08-04 15:50:56,Outbound,,1,Systemic in Nature,Broker Portfolio Management,Broker Portfolio Management - Transfer OUT,
500dV00000DvuXaQAJ,2025-08-04 15:26:33,2025-08-08 13:14:28,Form_Mobile,2,3,Null,Payments,Payments - Account Balance,
500dV00000DvucNQAR,2025-08-04 15:15:43,,Form_Web,1,,Null,Taxes,Taxes - MISC,
500dV00000DvuikQAB,2025-08-04 14:45:36,2025-08-04 14:52:29,Outbound,,1,Systemic in Nature,Broker Portfolio Management,Broker Portfolio Management - Transfer OUT,
500dV00000DvulyQAB,2025-08-04 14:50:05,2025-08-04 14:50:16,Phone,,,Product Question,Account Management,Account Management - MISC,
500dV00000DvupOQAR,2025-08-04 15:53:32,2025-08-05 14:00:12,Outbound,,2,Systemic in Nature,Broker Portfolio Management,Broker Portfolio Management - Transfer OUT,
500dV00000DvusVQAR,2025-08-04 15:22:49,,Phone,6,4,System Issue,Broker Portfolio Management,Broker Portfolio Management - Transfer IN,
500dV00000DvuywQAB,2025-08-04 15:28:52,2025-08-05 13:13:34,Outbound,,2,Null,Account Management,Account Management - Client Documents,
500dV00000Dvv25QAB,2025-08-04 14:44:17,2025-08-12 13:19:34,Outbound,1,4,Systemic in Nature,Broker Portfolio Management,Broker Portfolio Management - Transfer OUT,
500dV00000DvvBnQAJ,2025-08-04 15:16:32,,Form_Web,1,,Null,Broker Trading,Broker Trading - Trade Issues,
500dV00000DvvTaQAJ,2025-08-04 15:13:10,,Form_Web,1,3,Systemic in Nature,Broker Portfolio Management,Broker Portfolio Management - Transfer OUT,
500dV00000DvvZyQAJ,2025-08-04 14:51:44,2025-08-04 14:51:44,Phone,,1,Systemic in Nature,Account Opening,Account Opening - Opening Process,
500dV00000DvvdKQAR,2025-08-04 15:57:08,2025-08-04 15:57:08,Phone,,,System Issue,Account Management,Account Management - IT Issues,
500dV00000DvvenQAB,2025-08-04 14:46:13,2025-08-05 09:39:26,Form_Mobile,1,1,Product Question,Broker Trading,Broker Trading - MISC,
500dV00000DvvgRQAR,2025-08-04 15:44:23,2025-08-04 15:45:12,Phone,,,Systemic in Nature,Goodwill,Goodwill - Fees,
500dV00000Dvvi1QAB,2025-08-04 14:46:43,2025-08-04 14:49:59,Form_Mobile,1,1,Product Question,Corporate Actions,Corporate Actions - Stock Split,
500dV00000DvvmvQAB,2025-08-04 15:07:44,,Outbound,,2,Null,Account Management,Account Management - Client Documents,
500dV00000DvvwfQAB,2025-08-04 15:58:09,,Form_Mobile,1,,Null,Broker Trading,Broker Trading - MISC,
500dV00000DvvwhQAB,2025-08-04 16:04:34,2025-08-04 16:04:50,Phone,,,Systemic in Nature,Account Management,Account Management - 2FA,
500dV00000DvwfjQAB,2025-08-04 15:08:09,,Form_Mobile,1,,Null,Taxes,Taxes - W8-Ben,
500dV00000DvwhPQAR,2025-08-04 15:13:03,,Outbound,,2,Null,Account Management,Account Management - Client Documents,
500dV00000DvwnrQAB,2025-08-04 15:20:31,2025-08-04 15:20:31,Outbound,,,Null,Payments,Payments - MISC,
500dV00000DvwvsQAB,2025-08-04 15:25:59,2025-08-04 15:30:22,Outbound,,1,Systemic in Nature,Account Opening,Account Opening - Opening Process,
500dV00000Dvx0kQAB,2025-08-04 15:39:39,,Form_Mobile,2,1,Product Question,Corporate Actions,Corporate Actions - Stock Split,
500dV00000DvxNIQAZ,2025-08-04 15:08:14,2025-08-13 09:39:28,Phone,2,5,Systemic in Nature,Account Management,Account Management - MISC,
500dV00000DvxboQAB,2025-08-04 15:31:51,2025-08-06 18:09:43,Email,1,1,Systemic in Nature,Account Management,Account Management - Data Change,Name
500dV00000Dvxn8QAB,2025-08-04 15:49:47,2025-08-04 16:29:29,Phone,1,2,Systemic in Nature,Account Management,Account Management - 2FA,
500dV00000DvxqOQAR,2025-08-04 15:59:42,2025-08-08 14:53:56,Form_Mobile,1,1,Product Question,Corporate Actions,Corporate Actions - Dividend Payments,
500dV00000DvxyMQAR,2025-08-04 15:01:00,,Form_Mobile,2,2,Product Question,Corporate Actions,Corporate Actions - Stock Split,
500dV00000DvxySQAR,2025-08-04 15:18:36,2025-08-04 15:22:32,Outbound,,1,Systemic in Nature,Account Opening,Account Opening - Opening Process,
500dV00000Dvy1bQAB,2025-08-04 15:11:26,2025-08-04 15:13:26,Phone,,1,Systemic in Nature,Account Management,Account Management - 2FA,
500dV00000Dvy3IQAR,2025-08-04 15:59:31,2025-08-05 13:14:26,Email,1,1,System Issue,Account Management,Account Management - IT Issues,App
500dV00000DvyCtQAJ,2025-08-04 15:46:18,,Form_Web,2,1,Product Question,Corporate Actions,Corporate Actions - Stock Split,
500dV00000DvyHnQAJ,2025-08-04 15:42:41,2025-08-05 13:03:14,Form_Mobile,1,1,Systemic in Nature,Account Management,Account Management - MISC,
500dV00000DvyKwQAJ,2025-08-04 14:59:01,2025-08-04 14:59:01,Phone,,,Systemic in Nature,Account Management,Account Management - IT Issues,
500dV00000DvyfvQAB,2025-08-04 15:13:13,,Form_Web,1,1,Null,Broker Portfolio Management,Broker Portfolio Management - Transfer IN,
500dV00000Dvyg1QAB,2025-08-04 15:38:55,2025-08-05 16:45:17,Form_Mobile,2,2,Systemic in Nature,Corporate Actions,Corporate Actions - Stock Split,
500dV00000Dvyj8QAB,2025-08-04 14:59:01,,Phone,1,2,Systemic in Nature,Account Management,Account Management - MISC,
500dV00000DvypbQAB,2025-08-04 15:07:19,2025-08-05 14:00:14,Outbound,,2,Systemic in Nature,Broker Portfolio Management,Broker Portfolio Management - Transfer OUT,
