Call Time,Call ID,Direction,Status,Ringing,Talking,Cost,day,week,Hour,Ring time,IVR Time,Wait Time in Queue,Total Waiting Time (queue+ring),Talk Time,Total Call Duration (excl IVR),Environment (from Extension),SLA breach,Volume,Abandon,Abandon (within 10s),Year,Month,Day,Transfer
2025-08-07 11:53:30,00000000-01dc-077e-70cf-d865000024cb,Inbound,Answered,00:00:00,00:07:08,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:51:47,00000000-01dc-077e-70cf-d865000024cb,Internal,Answered,00:00:07,00:01:36,0,07/08/2025,32,11,7,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:51:25,00000000-01dc-077e-70cf-d865000024cb,Internal,Waiting,00:00:00,00:00:29,0,07/08/2025,32,11,0,,29,29,96,125,,0,1,0,0,2025,8,7,0
2025-08-07 11:38:50,00000000-01dc-077e-70cf-d865000024cb,Inbound,Answered,00:00:24,00:14:16,0,07/08/2025,32,11,24,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:34:28,00000000-01dc-077e-70cf-d865000024cb,Inbound Queue,Waiting,00:00:00,00:04:46,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:34:15,00000000-01dc-077e-70cf-d865000024cb,Inbound,Answered,00:00:00,00:00:13,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:41:28,00000000-01dc-077e-6ea5-47a9000024ca,Inbound,Answered,00:00:00,00:02:00,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:40:22,00000000-01dc-077e-6ea5-47a9000024ca,Internal,Answered,00:00:02,00:01:04,0,07/08/2025,32,11,2,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:39:22,00000000-01dc-077e-6ea5-47a9000024ca,Internal,Waiting,00:00:00,00:01:02,0,07/08/2025,32,11,0,,62,62,64,126,,1,1,0,0,2025,8,7,0
2025-08-07 11:36:34,00000000-01dc-077e-6ea5-47a9000024ca,Inbound,Answered,00:00:03,00:04:50,0,07/08/2025,32,11,3,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:34:40,00000000-01dc-077e-6ea5-47a9000024ca,Inbound Queue,Waiting,00:00:00,00:01:58,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:34:11,00000000-01dc-077e-6ea5-47a9000024ca,Inbound,Answered,00:00:00,00:00:28,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:43:34,00000000-01dc-077e-6ac7-5eeb000024c9,Inbound,Answered,00:00:03,00:09:30,0,07/08/2025,32,11,3,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:43:03,00000000-01dc-077e-6ac7-5eeb000024c9,Inbound Queue,Waiting,00:00:00,00:00:35,0,07/08/2025,32,11,0,,35,35,570,605,,0,1,0,0,2025,8,7,0
2025-08-07 11:36:47,00000000-01dc-077e-6ac7-5eeb000024c9,Inbound,Answered,00:00:12,00:06:05,0,07/08/2025,32,11,12,,,,,0,DE/AT Broker,0,0,0,0,2025,8,7,0
2025-08-07 11:35:21,00000000-01dc-077e-6ac7-5eeb000024c9,Inbound Queue,Waiting,00:00:00,00:01:37,0,07/08/2025,32,11,0,,97,97,365,462,,1,1,0,0,2025,8,7,0
2025-08-07 11:34:58,00000000-01dc-077e-6ac7-5eeb000024c9,Inbound,Answered,00:00:00,00:00:24,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:34:44,00000000-01dc-077e-6ac7-5eeb000024c9,Inbound,Answered,00:00:00,00:00:13,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:34:05,00000000-01dc-077e-6ac7-5eeb000024c9,Inbound,Answered,00:00:00,00:00:39,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:34:29,00000000-01dc-077e-4baf-deea000024c8,Inbound,Answered,00:00:06,00:03:08,0,07/08/2025,32,11,6,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:33:56,00000000-01dc-077e-4baf-deea000024c8,Inbound Queue,Waiting,00:00:00,00:00:38,0,07/08/2025,32,11,0,,38,38,188,226,,0,1,0,0,2025,8,7,0
2025-08-07 11:33:42,00000000-01dc-077e-4baf-deea000024c8,Inbound,Answered,00:00:00,00:00:14,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:33:32,00000000-01dc-077e-4baf-deea000024c8,Inbound,Answered,00:00:00,00:00:10,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:33:13,00000000-01dc-077e-4baf-deea000024c8,Inbound,Answered,00:00:00,00:00:20,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:45:12,00000000-01dc-077e-3cc5-0a3a000024c7,Inbound,Answered,00:00:00,00:05:11,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:43:59,00000000-01dc-077e-3cc5-0a3a000024c7,Internal,Answered,00:00:04,00:01:09,0,07/08/2025,32,11,4,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:37:46,00000000-01dc-077e-3cc5-0a3a000024c7,Internal,Waiting,00:00:00,00:06:17,0,07/08/2025,32,11,0,,377,377,69,446,,1,1,0,0,2025,8,7,0
2025-08-07 11:34:01,00000000-01dc-077e-3cc5-0a3a000024c7,Inbound,Answered,00:00:07,00:11:04,0,07/08/2025,32,11,7,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:33:39,00000000-01dc-077e-3cc5-0a3a000024c7,Inbound Queue,Waiting,00:00:00,00:00:29,0,07/08/2025,32,11,0,,29,29,664,693,,0,1,0,0,2025,8,7,0
2025-08-07 11:33:26,00000000-01dc-077e-3cc5-0a3a000024c7,Inbound,Answered,00:00:00,00:00:13,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:33:15,00000000-01dc-077e-3cc5-0a3a000024c7,Inbound,Answered,00:00:00,00:00:12,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:33:04,00000000-01dc-077e-3cc5-0a3a000024c7,Inbound,Answered,00:00:00,00:00:11,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:32:48,00000000-01dc-077e-3cc5-0a3a000024c7,Inbound,Answered,00:00:00,00:00:16,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:32:30,00000000-01dc-077e-3240-ccba000024c6,Inbound Queue,Unanswered,00:00:00,00:00:07,0,07/08/2025,32,11,0,,7,7,16,23,,0,1,1,0,2025,8,7,0
2025-08-07 11:33:27,00000000-01dc-077e-1ad2-12de000024c4,Inbound,Answered,00:00:12,00:08:19,0,07/08/2025,32,11,12,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:33:05,00000000-01dc-077e-1ad2-12de000024c4,Inbound Queue,Waiting,00:00:00,00:00:35,0,07/08/2025,32,11,0,,35,35,499,534,,0,1,0,0,2025,8,7,0
2025-08-07 11:32:41,00000000-01dc-077e-1ad2-12de000024c4,Inbound,Answered,00:00:00,00:00:25,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:32:23,00000000-01dc-077e-1ad2-12de000024c4,Inbound,Answered,00:00:00,00:00:18,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:31:51,00000000-01dc-077e-1ad2-12de000024c4,Inbound,Answered,00:00:00,00:00:32,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:31:42,00000000-01dc-077d-eb26-5da0000024c3,Inbound,Answered,00:00:06,00:04:30,0,07/08/2025,32,11,6,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:31:19,00000000-01dc-077d-eb26-5da0000024c3,Inbound Queue,Waiting,00:00:00,00:00:28,0,07/08/2025,32,11,0,,28,28,270,298,,0,1,0,0,2025,8,7,0
2025-08-07 11:30:55,00000000-01dc-077d-eb26-5da0000024c3,Inbound,Answered,00:00:00,00:00:24,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:30:31,00000000-01dc-077d-eb26-5da0000024c3,Inbound,Answered,00:00:00,00:00:24,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:29:43,00000000-01dc-077d-ce6a-e386000024c1,Inbound,Answered,00:00:00,00:00:32,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:32:57,00000000-01dc-077d-aac3-e1fe000024c0,Inbound,Answered,00:00:02,00:03:51,0,07/08/2025,32,11,2,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:28:43,00000000-01dc-077d-aac3-e1fe000024c0,Inbound Queue,Waiting,00:00:00,00:04:17,0,07/08/2025,32,11,0,,257,257,231,488,,1,1,0,0,2025,8,7,0
2025-08-07 11:29:12,00000000-01dc-077d-a8c9-644d000024bf,Inbound,Answered,00:00:02,00:03:10,0,07/08/2025,32,11,2,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:28:39,00000000-01dc-077d-a8c9-644d000024bf,Inbound Queue,Waiting,00:00:00,00:00:35,0,07/08/2025,32,11,0,,35,35,190,225,,0,1,0,0,2025,8,7,0
2025-08-07 11:27:00,00000000-01dc-077d-5f1c-c750000024be,Inbound,Answered,00:00:00,00:00:57,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:26:36,00000000-01dc-077d-5f1c-c750000024be,Inbound,Answered,00:00:00,00:00:24,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:35:48,00000000-01dc-077c-f5b3-2361000024bd,Inbound,Answered,00:00:00,00:04:39,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:34:05,00000000-01dc-077c-f5b3-2361000024bd,Internal,Answered,00:00:04,00:01:39,0,07/08/2025,32,11,4,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:31:51,00000000-01dc-077c-f5b3-2361000024bd,Internal,Waiting,00:00:00,00:02:18,0,07/08/2025,32,11,0,,138,138,99,237,,1,1,0,0,2025,8,7,0
2025-08-07 11:29:02,00000000-01dc-077c-f5b3-2361000024bd,Inbound,Answered,00:00:07,00:06:39,0,07/08/2025,32,11,7,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:24:44,00000000-01dc-077c-f5b3-2361000024bd,Inbound Queue,Waiting,00:00:00,00:04:25,0,07/08/2025,32,11,0,,265,265,399,664,,1,1,0,0,2025,8,7,0
2025-08-07 11:24:29,00000000-01dc-077c-f5b3-2361000024bd,Inbound,Answered,00:00:00,00:00:15,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:24:12,00000000-01dc-077c-f5b3-2361000024bd,Inbound,Answered,00:00:00,00:00:17,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:23:58,00000000-01dc-077c-f5b3-2361000024bd,Inbound,Answered,00:00:00,00:00:14,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:23:39,00000000-01dc-077c-f5b3-2361000024bd,Inbound,Answered,00:00:00,00:00:19,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:29:49,00000000-01dc-077c-d08d-9f83000024bb,Internal,Answered,00:00:04,00:04:35,0,07/08/2025,32,11,4,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:22:37,00000000-01dc-077c-d08d-9f83000024bb,Internal,Waiting,00:00:00,00:07:16,0,07/08/2025,32,11,0,,436,436,275,711,,1,1,0,0,2025,8,7,0
2025-08-07 11:27:42,00000000-01dc-077c-af76-664c000024ba,Inbound,Answered,00:00:05,00:02:26,0,07/08/2025,32,11,5,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:22:38,00000000-01dc-077c-af76-664c000024ba,Inbound Queue,Waiting,00:00:00,00:05:09,0,07/08/2025,32,11,0,,309,309,146,455,,1,1,0,0,2025,8,7,0
2025-08-07 11:22:16,00000000-01dc-077c-af76-664c000024ba,Inbound,Answered,00:00:00,00:00:22,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:22:04,00000000-01dc-077c-af76-664c000024ba,Inbound,Answered,00:00:00,00:00:12,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:21:41,00000000-01dc-077c-af76-664c000024ba,Inbound,Answered,00:00:00,00:00:23,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:21:54,00000000-01dc-077c-96c1-292d000024b9,Inbound,Answered,00:00:06,00:04:38,0,07/08/2025,32,11,6,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:21:00,00000000-01dc-077c-96c1-292d000024b9,Inbound Queue,Waiting,00:00:00,00:01:00,0,07/08/2025,32,11,0,,60,60,278,338,,1,1,0,0,2025,8,7,0
2025-08-07 11:27:11,00000000-01dc-077c-9000-173a000024b8,Inbound,Answered,00:00:03,00:06:40,0,07/08/2025,32,11,3,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:21:45,00000000-01dc-077c-9000-173a000024b8,Inbound Queue,Waiting,00:00:00,00:05:29,0,07/08/2025,32,11,0,,329,329,400,729,,1,1,0,0,2025,8,7,0
2025-08-07 11:21:23,00000000-01dc-077c-9000-173a000024b8,Inbound,Answered,00:00:00,00:00:22,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:21:11,00000000-01dc-077c-9000-173a000024b8,Inbound,Answered,00:00:00,00:00:12,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:20:48,00000000-01dc-077c-9000-173a000024b8,Inbound,Answered,00:00:00,00:00:23,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:20:26,00000000-01dc-077c-82c0-d1a9000024b7,Internal,Unanswered,00:00:00,00:02:01,0,07/08/2025,32,11,0,,121,121,23,144,,1,1,1,1,2025,8,7,0
2025-08-07 11:38:06,00000000-01dc-077c-7f6c-b985000024b6,Inbound,Answered,00:00:00,00:06:23,0,07/08/2025,32,11,0,,,,,0,DE/AT Wealth,0,0,0,0,2025,8,7,0
2025-08-07 11:36:35,00000000-01dc-077c-7f6c-b985000024b6,Internal,Answered,00:00:07,00:01:24,0,07/08/2025,32,11,7,,,,,0,DE/AT Wealth,0,0,0,0,2025,8,7,0
2025-08-07 11:30:25,00000000-01dc-077c-7f6c-b985000024b6,Internal,Waiting,00:00:00,00:06:17,0,07/08/2025,32,11,0,,377,377,84,461,,1,1,0,0,2025,8,7,0
2025-08-07 11:27:21,00000000-01dc-077c-7f6c-b985000024b6,Inbound,Answered,00:00:06,00:10:38,0,07/08/2025,32,11,6,,,,,0,DE/AT Broker,0,0,0,0,2025,8,7,0
2025-08-07 11:22:22,00000000-01dc-077c-7f6c-b985000024b6,Inbound Queue,Waiting,00:00:00,00:05:05,0,07/08/2025,32,11,0,,305,305,638,943,,1,1,0,0,2025,8,7,0
2025-08-07 11:22:05,00000000-01dc-077c-7f6c-b985000024b6,Inbound,Answered,00:00:00,00:00:17,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:21:52,00000000-01dc-077c-7f6c-b985000024b6,Inbound,Answered,00:00:00,00:00:13,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:21:27,00000000-01dc-077c-7f6c-b985000024b6,Inbound,Answered,00:00:00,00:00:24,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:20:20,00000000-01dc-077c-7f6c-b985000024b6,Inbound,Answered,00:00:00,00:01:07,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:24:31,00000000-01dc-077c-5cff-5537000024b4,Inbound,Answered,00:00:08,00:03:50,0,07/08/2025,32,11,8,,,,,0,DE/AT Broker,0,0,0,0,2025,8,7,0
2025-08-07 11:19:37,00000000-01dc-077c-5cff-5537000024b4,Inbound Queue,Waiting,00:00:00,00:05:02,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:19:23,00000000-01dc-077c-5cff-5537000024b4,Inbound,Answered,00:00:00,00:00:14,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:18:59,00000000-01dc-077c-3a2c-6035000024b3,Inbound,Answered,00:00:08,00:10:28,0,07/08/2025,32,11,8,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:18:36,00000000-01dc-077c-3a2c-6035000024b3,Inbound Queue,Waiting,00:00:00,00:00:31,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:18:24,00000000-01dc-077c-3a2c-6035000024b3,Inbound,Answered,00:00:00,00:00:12,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:31:01,00000000-01dc-077c-35c1-1788000024b2,Inbound,Answered,00:00:00,00:05:08,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:29:54,00000000-01dc-077c-35c1-1788000024b2,Internal,Answered,00:00:04,00:01:02,0,07/08/2025,32,11,4,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:22:54,00000000-01dc-077c-35c1-1788000024b2,Internal,Waiting,00:00:00,00:07:05,0,07/08/2025,32,11,0,,425,425,62,487,,1,1,0,0,2025,8,7,0
2025-08-07 11:20:45,00000000-01dc-077c-35c1-1788000024b2,Inbound,Answered,00:00:06,00:10:10,0,07/08/2025,32,11,6,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:19:18,00000000-01dc-077c-35c1-1788000024b2,Inbound Queue,Waiting,00:00:00,00:01:32,0,07/08/2025,32,11,0,,92,92,610,702,,1,1,0,0,2025,8,7,0
2025-08-07 11:19:03,00000000-01dc-077c-35c1-1788000024b2,Inbound,Answered,00:00:00,00:00:15,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:18:50,00000000-01dc-077c-35c1-1788000024b2,Inbound,Answered,00:00:00,00:00:12,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:18:40,00000000-01dc-077c-35c1-1788000024b2,Inbound,Answered,00:00:00,00:00:11,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:18:17,00000000-01dc-077c-35c1-1788000024b2,Inbound,Answered,00:00:00,00:00:23,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:18:08,00000000-01dc-077c-1c90-8e91000024b1,Inbound,Answered,00:00:08,00:03:18,0,07/08/2025,32,11,8,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:17:35,00000000-01dc-077c-1c90-8e91000024b1,Inbound Queue,Waiting,00:00:00,00:00:41,0,07/08/2025,32,11,0,,41,41,198,239,,1,1,0,0,2025,8,7,0
2025-08-07 11:28:43,00000000-01dc-077c-129a-4cfe000024b0,Inbound,Answered,00:00:02,00:09:10,0,07/08/2025,32,11,2,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:22:30,00000000-01dc-077c-129a-4cfe000024b0,Inbound Queue,Waiting,00:00:00,00:06:14,0,07/08/2025,32,11,0,,374,374,550,924,,1,1,0,0,2025,8,7,0
2025-08-07 11:18:02,00000000-01dc-077c-129a-4cfe000024b0,Inbound,Answered,00:00:12,00:04:16,0,07/08/2025,32,11,12,,,,,0,DE/AT Broker,0,0,0,0,2025,8,7,0
2025-08-07 11:17:39,00000000-01dc-077c-129a-4cfe000024b0,Inbound Queue,Waiting,00:00:00,00:00:34,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:17:18,00000000-01dc-077c-129a-4cfe000024b0,Inbound,Answered,00:00:00,00:00:22,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:17:16,00000000-01dc-077c-117d-d764000024af,Inbound,Answered,00:00:00,00:00:58,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:16:14,00000000-01dc-077b-ec88-5b84000024ae,Inbound,Unanswered,00:00:00,00:00:00,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:27:11,00000000-01dc-077b-de55-2e7c000024ad,Inbound,Answered,00:00:00,00:02:20,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:26:06,00000000-01dc-077b-de55-2e7c000024ad,Internal,Answered,00:00:03,00:01:01,0,07/08/2025,32,11,3,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:19:58,00000000-01dc-077b-de55-2e7c000024ad,Internal,Waiting,00:00:00,00:06:11,0,07/08/2025,32,11,0,,371,371,61,432,,1,1,0,0,2025,8,7,0
2025-08-07 11:17:13,00000000-01dc-077b-de55-2e7c000024ad,Inbound,Answered,00:00:08,00:09:51,0,07/08/2025,32,11,8,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:16:50,00000000-01dc-077b-de55-2e7c000024ad,Inbound Queue,Waiting,00:00:00,00:00:30,0,07/08/2025,32,11,0,,30,30,591,621,,0,1,0,0,2025,8,7,0
2025-08-07 11:16:29,00000000-01dc-077b-de55-2e7c000024ad,Inbound,Answered,00:00:00,00:00:21,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:16:10,00000000-01dc-077b-de55-2e7c000024ad,Inbound,Answered,00:00:00,00:00:19,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:15:50,00000000-01dc-077b-de55-2e7c000024ad,Inbound,Answered,00:00:00,00:00:20,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:16:22,00000000-01dc-077b-d770-2fad000024ac,Inbound,Answered,00:00:03,00:01:17,0,07/08/2025,32,11,3,,,,,0,DE/AT Broker,0,0,0,0,2025,8,7,0
2025-08-07 11:15:59,00000000-01dc-077b-d770-2fad000024ac,Inbound Queue,Waiting,00:00:00,00:00:25,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:15:39,00000000-01dc-077b-d770-2fad000024ac,Inbound,Answered,00:00:00,00:00:21,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:14:52,00000000-01dc-077b-bba7-c2cb000024aa,Internal,Unanswered,00:00:00,00:00:03,0,07/08/2025,32,11,0,,3,3,21,24,,0,1,1,0,2025,8,7,0
2025-08-07 11:16:02,00000000-01dc-077b-b314-7d88000024a9,Inbound,Answered,00:00:09,00:16:24,0,07/08/2025,32,11,9,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:15:39,00000000-01dc-077b-b314-7d88000024a9,Inbound Queue,Waiting,00:00:00,00:00:31,0,07/08/2025,32,11,0,,31,31,984,1015,,0,1,0,0,2025,8,7,0
2025-08-07 11:15:19,00000000-01dc-077b-b314-7d88000024a9,Inbound,Answered,00:00:00,00:00:20,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:15:08,00000000-01dc-077b-b314-7d88000024a9,Inbound,Answered,00:00:00,00:00:11,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:14:38,00000000-01dc-077b-b314-7d88000024a9,Inbound,Answered,00:00:00,00:00:30,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:14:30,00000000-01dc-077b-89f0-a590000024a8,Inbound,Answered,00:00:12,00:06:58,0,07/08/2025,32,11,12,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:14:08,00000000-01dc-077b-89f0-a590000024a8,Inbound Queue,Waiting,00:00:00,00:00:34,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:13:29,00000000-01dc-077b-89f0-a590000024a8,Inbound,Answered,00:00:00,00:00:40,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:15:05,00000000-01dc-077b-7f12-89f2000024a7,Inbound,Answered,00:00:12,00:02:28,0,07/08/2025,32,11,12,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:14:42,00000000-01dc-077b-7f12-89f2000024a7,Inbound Queue,Waiting,00:00:00,00:00:34,0,07/08/2025,32,11,0,,34,34,148,182,,0,1,0,0,2025,8,7,0
2025-08-07 11:14:25,00000000-01dc-077b-7f12-89f2000024a7,Inbound,Answered,00:00:00,00:00:17,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:14:11,00000000-01dc-077b-7f12-89f2000024a7,Inbound,Answered,00:00:00,00:00:14,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:13:47,00000000-01dc-077b-7f12-89f2000024a7,Inbound,Answered,00:00:00,00:00:23,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:13:10,00000000-01dc-077b-7f12-89f2000024a7,Inbound,Answered,00:00:00,00:00:37,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:11:36,00000000-01dc-077b-4703-2ba6000024a6,Internal,Unanswered,00:00:00,00:03:07,0,07/08/2025,32,11,0,,187,187,37,224,,1,1,1,1,2025,8,7,0
2025-08-07 11:21:42,00000000-01dc-077a-daee-aaf4000024a2,Inbound,Answered,00:00:00,00:05:49,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:20:16,00000000-01dc-077a-daee-aaf4000024a2,Internal,Answered,00:00:02,00:01:23,0,07/08/2025,32,11,2,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:15:35,00000000-01dc-077a-daee-aaf4000024a2,Internal,Waiting,00:00:00,00:04:44,0,07/08/2025,32,11,0,,284,284,83,367,,1,1,0,0,2025,8,7,0
2025-08-07 11:10:20,00000000-01dc-077a-daee-aaf4000024a2,Inbound,Answered,00:00:10,00:11:12,0,07/08/2025,32,11,10,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:09:58,00000000-01dc-077a-daee-aaf4000024a2,Inbound Queue,Waiting,00:00:00,00:00:32,0,07/08/2025,32,11,0,,32,32,672,704,,0,1,0,0,2025,8,7,0
2025-08-07 11:09:43,00000000-01dc-077a-daee-aaf4000024a2,Inbound,Answered,00:00:00,00:00:15,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
2025-08-07 11:09:22,00000000-01dc-077a-daee-aaf4000024a2,Inbound,Answered,00:00:00,00:00:20,0,07/08/2025,32,11,0,,,,,0,,0,0,0,0,2025,8,7,0
